"Country","Year","Population","LifeExpectancy","Fertility","Income","Geographic.Region","Geographic.Region.ID"
"Comoros",1998,533754,57.431,5.289,1148.8524537686,"Sub-Saharan Africa","KM"
"Comoros",1976,280464,50.394,7.065,1298.5741524849,"Sub-Saharan Africa","KM"
"Comoros",1972,249000,48.68,7.058,1937.5776753307,"Sub-Saharan Africa","KM"
"Comoros",1967,221755,46.295,7.044,1876.0296430302,"Sub-Saharan Africa","KM"
"Comoros",1985,385740,54.029,6.576,1296.9156194226,"Sub-Saharan Africa","KM"
"Comoros",2001,577569,58.135,5.313,1083.4204769878,"Sub-Saharan Africa","KM"
"Comoros",1971,243481,48.204,7.06,2167.2026328503,"Sub-Saharan Africa","KM"
"Comoros",1970,238032,47.717,7.061,1894.2869836903,"Sub-Saharan Africa","KM"
"Comoros",2011,753943,60.444,4.85,1023.8986057263,"Sub-Saharan Africa","KM"
"Comoros",1965,212097,45.44,7.004,1714.1802326349,"Sub-Saharan Africa","KM"
"Comoros",2007,678602,59.541,5.112,1037.4584914952,"Sub-Saharan Africa","KM"
"Comoros",1981,340778,52.375,7.102,1247.4817376151,"Sub-Saharan Africa","KM"
"Comoros",1988,417077,55.078,5.928,1337.5104801451,"Sub-Saharan Africa","KM"
"Comoros",1984,374852,53.625,6.766,1291.0875841775,"Sub-Saharan Africa","KM"
"Comoros",1963,203916,44.641,6.939,1666.0132675432,"Sub-Saharan Africa","KM"
"Comoros",1968,227075,46.754,7.055,1827.8963957607,"Sub-Saharan Africa","KM"
"Comoros",1980,328861,51.967,7.129,1208.2847789253,"Sub-Saharan Africa","KM"
"Comoros",1962,200199,44.244,6.897,1406.6482781489,"Sub-Saharan Africa","KM"
"Comoros",2008,697034,59.771,5.051,1026.0253452325,"Sub-Saharan Africa","KM"
"Comoros",1991,448576,55.846,5.447,1183.0731526305,"Sub-Saharan Africa","KM"
"Comoros",1979,316582,51.569,7.126,1170.8423249354,"Sub-Saharan Africa","KM"
"Comoros",2006,660559,59.309,5.168,1054.0630109509,"Sub-Saharan Africa","KM"
"Comoros",1975,270467,49.993,7.054,1509.8074264757,"Sub-Saharan Africa","KM"
"Comoros",2004,625876,58.84,5.254,1083.0243554741,"Sub-Saharan Africa","KM"
"Comoros",1973,254997,49.139,7.055,1669.68695771,"Sub-Saharan Africa","KM"
"Comoros",1977,291816,50.786,7.084,1172.6030468688,"Sub-Saharan Africa","KM"
"Comoros",2002,593170,58.37,5.303,1075.8115578016,"Sub-Saharan Africa","KM"
"Comoros",1974,262030,49.576,7.052,1980.8706107193,"Sub-Saharan Africa","KM"
"Comoros",2013,792913,60.874,4.714,1041.9492432379,"Sub-Saharan Africa","KM"
"Comoros",1964,207856,45.037,6.975,1750.4147366067,"Sub-Saharan Africa","KM"
"Comoros",1996,507062,56.961,5.253,1158.4627608641,"Sub-Saharan Africa","KM"
"Comoros",2009,715774,59.999,4.986,1023.1132641546,"Sub-Saharan Africa","KM"
"Comoros",1993,470765,56.282,5.293,1247.0455661034,"Sub-Saharan Africa","KM"
"Comoros",1982,352416,52.79,7.033,1267.100083119,"Sub-Saharan Africa","KM"
"Comoros",1989,427392,55.362,5.735,1303.5529253278,"Sub-Saharan Africa","KM"
"Comoros",2010,734750,60.223,4.919,1022.6245496151,"Sub-Saharan Africa","KM"
"Comoros",1987,406798,54.761,6.141,1315.9808118784,"Sub-Saharan Africa","KM"
"Comoros",2000,562469,57.9,5.315,1090.7946990609,"Sub-Saharan Africa","KM"
"Comoros",1986,396391,54.41,6.362,1296.8003463332,"Sub-Saharan Africa","KM"
"Comoros",2003,609271,58.605,5.283,1070.9549330277,"Sub-Saharan Africa","KM"
"Comoros",1983,363759,53.209,6.921,1283.2642653346,"Sub-Saharan Africa","KM"
"Comoros",1990,437876,55.615,5.573,1286.8026320942,"Sub-Saharan Africa","KM"
"Comoros",1966,216728,45.858,7.027,1847.269098669,"Sub-Saharan Africa","KM"
"Comoros",1994,482401,56.503,5.257,1146.28986987,"Sub-Saharan Africa","KM"
"Comoros",1978,304071,51.176,7.106,1177.3219146823,"Sub-Saharan Africa","KM"
"Comoros",2005,642974,59.075,5.216,1063,"Sub-Saharan Africa","KM"
"Comoros",1995,494486,56.729,5.246,1209.2267981639,"Sub-Saharan Africa","KM"
"Comoros",1997,520151,57.196,5.27,1173.6182350415,"Sub-Saharan Africa","KM"
"Comoros",1999,547864,57.666,5.306,1137.88746465,"Sub-Saharan Africa","KM"
"Congo, Dem. Rep.",2012,69575394,49.643,6.039,403.1645940034,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1992,39443819,47.316,7.223,465.0731377267,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1969,19694467,43.563,6.187,925.0605441502,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1991,37856212,47.45,7.183,527.6668628295,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1979,26255837,45.961,6.535,703.9828315597,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1975,23316776,45.262,6.366,888.5006070757,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1963,16612368,41.755,6.048,915.0041936042,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2001,50989424,46.709,7.027,281.9085965721,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1974,22658905,45.064,6.333,961.9573934301,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1984,30167580,46.834,6.794,683.4559325472,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1976,24011465,45.438,6.403,814.5308495321,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1977,24740389,45.607,6.443,795.7572820134,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1962,16181202,41.529,6.03,896.3146335348,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2006,59088415,48.043,6.642,338.2700052929,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1996,45295039,46.213,7.253,362.1905746508,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1965,17543319,42.257,6.089,861.878929658,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2007,60772175,48.24,6.55,348.9690896629,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1989,35117790,47.435,7.077,630.5611741567,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1997,46369335,46.051,7.227,343.5181249766,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1970,20267009,43.917,6.214,897.4143340195,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1973,22032669,44.832,6.301,955.9229374804,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2011,67757577,49.322,6.146,387.7058913504,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1972,21431338,44.561,6.271,904.8960684507,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1993,41081774,47.088,7.251,395.6145321659,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1983,29341286,46.685,6.742,665.8477957027,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1982,28551259,46.519,6.689,673.7478180671,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1978,25493382,45.78,6.487,727.8487139609,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2004,55754885,47.629,6.809,314.5189743387,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1988,33965482,47.336,7.019,655.3399676163,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2009,64204304,48.722,6.354,359.0802231205,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1987,32927332,47.22,6.96,672.7748119949,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2000,49626200,46.387,7.089,292.4510478086,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1966,18048341,42.549,6.111,897.0837121458,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2013,71419669,49.963,5.933,423.89271354,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1994,42650247,46.792,7.267,373.4363393406,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1967,18579012,42.868,6.135,861.5932423716,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1998,47373590,46.026,7.19,335.8593751888,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1968,19130171,43.208,6.161,871.2142265619,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2002,52491329,47.05,6.96,287.3819183388,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1980,27018690,46.148,6.585,698.6664709564,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1964,17065408,41.995,6.067,872.834529115,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2010,65965795,49.01,6.251,373.6323918397,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1990,36406226,47.485,7.133,595.5925690096,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1981,27781042,46.337,6.636,696.0740788962,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2005,57420522,47.85,6.728,330,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1971,20845085,44.254,6.242,928.8337636311,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1985,31044153,46.968,6.847,665.8819273279,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2003,54098245,47.362,6.887,299.490250208,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1995,44067369,46.478,7.267,367.2168055124,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1986,31963766,47.096,6.902,676.3524858368,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",1999,48429878,46.145,7.143,316.7130281278,"Sub-Saharan Africa","CD"
"Congo, Dem. Rep.",2008,62474901,48.465,6.454,359.6585283058,"Sub-Saharan Africa","CD"
"Congo, Rep.",2011,4139748,57.799,5.046,4069.6503543176,"Sub-Saharan Africa","CG"
"Congo, Rep.",2010,4042899,57.229,5.072,4049.1636605981,"Sub-Saharan Africa","CG"
"Congo, Rep.",2012,4233063,58.32,5.012,4106.5117385597,"Sub-Saharan Africa","CG"
"Congo, Rep.",1975,1554793,54.825,6.325,3740.9331164339,"Sub-Saharan Africa","CG"
"Congo, Rep.",2000,3135773,52.326,5.134,3423.5222645561,"Sub-Saharan Africa","CG"
"Congo, Rep.",1979,1746676,55.919,6.231,3487.818169208,"Sub-Saharan Africa","CG"
"Congo, Rep.",2002,3288923,52.716,5.128,3484.0619700394,"Sub-Saharan Africa","CG"
"Congo, Rep.",1965,1157905,51.47,6.098,2537.5414044049,"Sub-Saharan Africa","CG"
"Congo, Rep.",1967,1224134,52.327,6.174,2677.9396423563,"Sub-Saharan Africa","CG"
"Congo, Rep.",1977,1648671,55.378,6.301,3259.178977548,"Sub-Saharan Africa","CG"
"Congo, Rep.",1984,2022343,56.768,5.864,5137.4243218146,"Sub-Saharan Africa","CG"
"Congo, Rep.",1991,2453938,54.705,5.286,4036.6449463777,"Sub-Saharan Africa","CG"
"Congo, Rep.",1963,1096480,50.447,6.012,2489.3862555041,"Sub-Saharan Africa","CG"
"Congo, Rep.",1990,2388902,55.202,5.347,4066.1588311752,"Sub-Saharan Africa","CG"
"Congo, Rep.",1973,1463231,54.28,6.312,3382.1048590025,"Sub-Saharan Africa","CG"
"Congo, Rep.",1969,1296244,53.059,6.235,2822.3657620424,"Sub-Saharan Africa","CG"
"Congo, Rep.",2001,3213330,52.466,5.131,3397.8358698055,"Sub-Saharan Africa","CG"
"Congo, Rep.",1988,2262489,56.068,5.503,4080.8954907675,"Sub-Saharan Africa","CG"
"Congo, Rep.",2003,3365171,53.073,5.125,3425.5420470924,"Sub-Saharan Africa","CG"
"Congo, Rep.",1978,1696922,55.653,6.273,3113.912908826,"Sub-Saharan Africa","CG"
"Congo, Rep.",2005,3533177,54.058,5.119,3621,"Sub-Saharan Africa","CG"
"Congo, Rep.",1999,3055437,52.295,5.137,3304.517646541,"Sub-Saharan Africa","CG"
"Congo, Rep.",2009,3941454,56.609,5.089,3831.2882438994,"Sub-Saharan Africa","CG"
"Congo, Rep.",2007,3730612,55.301,5.109,3575.5514065351,"Sub-Saharan Africa","CG"
"Congo, Rep.",1970,1335088,53.39,6.259,2896.1113308873,"Sub-Saharan Africa","CG"
"Congo, Rep.",1966,1190402,51.917,6.138,2606.3340981429,"Sub-Saharan Africa","CG"
"Congo, Rep.",1994,2658948,53.32,5.171,3523.1574809322,"Sub-Saharan Africa","CG"
"Congo, Rep.",1985,2081152,56.748,5.774,4760.0701859337,"Sub-Saharan Africa","CG"
"Congo, Rep.",1987,2201097,56.393,5.591,4201.1949371283,"Sub-Saharan Africa","CG"
"Congo, Rep.",1998,2973329,52.357,5.139,3516.0588443467,"Sub-Saharan Africa","CG"
"Congo, Rep.",2008,3836339,55.959,5.101,3668.4067791988,"Sub-Saharan Africa","CG"
"Congo, Rep.",1971,1375987,53.702,6.28,3049.9011769289,"Sub-Saharan Africa","CG"
"Congo, Rep.",1983,1964298,56.702,5.952,4974.8345625568,"Sub-Saharan Africa","CG"
"Congo, Rep.",1974,1508675,54.554,6.321,3557.8634891673,"Sub-Saharan Africa","CG"
"Congo, Rep.",1997,2890841,52.495,5.141,3484.1643758457,"Sub-Saharan Africa","CG"
"Congo, Rep.",1981,1851889,56.388,6.112,4653.1226264501,"Sub-Saharan Africa","CG"
"Congo, Rep.",1962,1067597,49.873,5.967,2464.7831566801,"Sub-Saharan Africa","CG"
"Congo, Rep.",2004,3445765,53.524,5.122,3455.0414146736,"Sub-Saharan Africa","CG"
"Congo, Rep.",1968,1259319,52.707,6.207,2749.0449558598,"Sub-Saharan Africa","CG"
"Congo, Rep.",1972,1418826,53.998,6.297,3213.1526826228,"Sub-Saharan Africa","CG"
"Congo, Rep.",1964,1126584,50.98,6.056,2513.6862197553,"Sub-Saharan Africa","CG"
"Congo, Rep.",2013,4324199,58.793,4.969,4274.5685774638,"Sub-Saharan Africa","CG"
"Congo, Rep.",1993,2588270,53.737,5.198,3850.6355714828,"Sub-Saharan Africa","CG"
"Congo, Rep.",2006,3628561,54.658,5.114,3738.3920825411,"Sub-Saharan Africa","CG"
"Congo, Rep.",1982,1907330,56.571,6.036,4879.5075218736,"Sub-Saharan Africa","CG"
"Congo, Rep.",1986,2140687,56.623,5.682,4302.4736996855,"Sub-Saharan Africa","CG"
"Congo, Rep.",1992,2520196,54.207,5.236,4016.2395285852,"Sub-Saharan Africa","CG"
"Congo, Rep.",1996,2810118,52.7,5.145,3596.9192341396,"Sub-Saharan Africa","CG"
"Congo, Rep.",1989,2325035,55.664,5.421,4102.6101224985,"Sub-Saharan Africa","CG"
"Congo, Rep.",1980,1798285,56.167,6.178,3968.4503368562,"Sub-Saharan Africa","CG"
"Congo, Rep.",1976,1601410,55.1,6.318,3654.707578277,"Sub-Saharan Africa","CG"
"Congo, Rep.",1995,2732706,52.973,5.154,3554.3908013027,"Sub-Saharan Africa","CG"
"Costa Rica",2012,4793725,79.712,1.81,10827.6787293035,"America","CR"
"Costa Rica",2011,4726575,79.493,1.827,10427.3115022645,"America","CR"
"Costa Rica",2009,4590790,79.08,1.874,9547.7732241228,"America","CR"
"Costa Rica",1965,1582482,64.342,6.631,3885.682358601,"America","CR"
"Costa Rica",1997,3648263,77.159,2.616,6677.0453142675,"America","CR"
"Costa Rica",1992,3224849,76.107,3.002,6160.4163171395,"America","CR"
"Costa Rica",1979,2279362,71.898,3.665,6163.7424156714,"America","CR"
"Costa Rica",1967,1680257,65.345,5.997,4161.7278338223,"America","CR"
"Costa Rica",2007,4452608,78.728,1.953,9764.1152384959,"America","CR"
"Costa Rica",1984,2619058,74.231,3.491,5508.07093017,"America","CR"
"Costa Rica",1983,2547555,73.87,3.517,5257.0764636287,"America","CR"
"Costa Rica",2005,4309413,78.437,2.067,8661,"America","CR"
"Costa Rica",2004,4235605,78.305,2.134,8301.8977099196,"America","CR"
"Costa Rica",2000,3919180,77.721,2.414,7672.8469507258,"America","CR"
"Costa Rica",1995,3468918,76.744,2.758,6515.3061833492,"America","CR"
"Costa Rica",1973,1953184,68.344,4.278,5367.226538563,"America","CR"
"Costa Rica",1978,2217457,71.304,3.719,6052.636212461,"America","CR"
"Costa Rica",1987,2840660,75.044,3.38,5629.9153178188,"America","CR"
"Costa Rica",1963,1481575,63.279,7.085,3627.3893453609,"America","CR"
"Costa Rica",2008,4522124,78.896,1.909,9831.5475518518,"America","CR"
"Costa Rica",1989,2993136,75.474,3.254,5839.2232806508,"America","CR"
"Costa Rica",1970,1820379,66.792,5.012,4665.4402521428,"America","CR"
"Costa Rica",2010,4658887,79.28,1.847,10122.5288216772,"America","CR"
"Costa Rica",1966,1631723,64.85,6.328,4049.7215427803,"America","CR"
"Costa Rica",1994,3384498,76.532,2.835,6508.0921743917,"America","CR"
"Costa Rica",1981,2409385,72.984,3.577,5817.9345373286,"America","CR"
"Costa Rica",1976,2101762,70.085,3.864,5600.2741044614,"America","CR"
"Costa Rica",1968,1727922,65.829,5.657,4346.3342593787,"America","CR"
"Costa Rica",1982,2477549,73.454,3.544,5262.7347514605,"America","CR"
"Costa Rica",1999,3831504,77.545,2.481,7637.8931700737,"America","CR"
"Costa Rica",2001,4002946,77.884,2.345,7627.1099070595,"America","CR"
"Costa Rica",2002,4083197,78.033,2.275,7723.4471953257,"America","CR"
"Costa Rica",1993,3303412,76.319,2.917,6374.841762488,"America","CR"
"Costa Rica",2006,4381820,78.577,2.006,9231.7185337323,"America","CR"
"Costa Rica",1991,3147451,75.895,3.09,5885.8105853149,"America","CR"
"Costa Rica",1985,2691778,74.542,3.463,5394.2536897723,"America","CR"
"Costa Rica",1962,1430880,62.729,7.221,3460.9370246946,"America","CR"
"Costa Rica",1964,1532386,63.818,6.886,3680.5238748933,"America","CR"
"Costa Rica",1977,2158073,70.696,3.784,5926.8769667337,"America","CR"
"Costa Rica",1986,2765657,74.808,3.427,5525.6043311046,"America","CR"
"Costa Rica",1971,1865039,67.29,4.733,4833.7913751006,"America","CR"
"Costa Rica",1990,3070240,75.683,3.175,5899.6714346723,"America","CR"
"Costa Rica",1980,2343345,72.463,3.618,6102.9545047133,"America","CR"
"Costa Rica",1969,1774614,66.309,5.324,4501.7362194063,"America","CR"
"Costa Rica",2013,4859957,79.93,1.795,11159.2567719063,"America","CR"
"Costa Rica",1972,1908913,67.806,4.488,5118.146939139,"America","CR"
"Costa Rica",1975,2048812,69.484,3.968,5463.4500844187,"America","CR"
"Costa Rica",1988,2916566,75.263,3.323,5668.4665076511,"America","CR"
"Costa Rica",1998,3740578,77.356,2.548,7106.616898447,"America","CR"
"Costa Rica",1974,1999429,68.903,4.105,5505.8641115068,"America","CR"
"Costa Rica",1996,3557095,76.954,2.686,6444.6827438891,"America","CR"
"Costa Rica",2003,4160438,78.172,2.204,8098.5612593225,"America","CR"
"Cote d'Ivoire",2001,16892864,46.244,5.289,1710.014943969,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1993,13820229,50.997,6.005,1598.8463775954,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2011,20152894,50.014,4.907,1398.6627650088,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1965,4423736,40.104,7.701,2055.671206891,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2012,20594615,50.367,4.894,1491.5163121511,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2007,18646754,48.239,4.928,1519.1192700946,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1997,15492127,48.023,5.633,1786.2654071853,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1963,4085408,38.867,7.572,1935.6243249283,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1979,8128032,50.109,7.695,2608.8911925392,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1978,7767109,49.564,7.774,2661.3769798698,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2005,18020946,47.193,5,1575,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1966,4602382,40.736,7.757,2120.4593147985,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2009,19350026,49.224,4.909,1520.2169291732,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1972,5909848,45.351,7.937,2378.2011110151,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1970,5416416,43.692,7.908,2367.2429274002,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1987,11294791,52.781,6.752,2156.9560694686,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1968,4984378,42.123,7.849,2258.4782545662,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2010,19737800,49.642,4.91,1512.0808757171,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1983,9684478,51.879,7.263,2411.9730571318,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1967,4788525,41.406,7.806,2052.0504726027,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2002,17180649,46.249,5.207,1648.8008234839,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2008,18987007,48.753,4.913,1509.2275081816,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1971,5655462,44.521,7.927,2364.5106174583,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2000,16581653,46.429,5.375,1746.3126581328,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1973,6180001,46.16,7.94,2453.1012025613,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1977,7419474,48.973,7.837,2517.7365467162,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2006,18325979,47.705,4.956,1540.2776474453,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1986,10896269,52.672,6.884,2267.4155198601,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1989,12100741,52.701,6.486,1972.8432046534,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1990,12517730,52.483,6.356,1760.4178460342,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2013,21057316,50.722,4.866,1563.4321123397,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1985,10494827,52.478,7.013,2279.1097687875,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2004,17731840,46.752,5.06,1579.4198200542,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1976,7086257,48.339,7.884,2501.2998199138,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1982,9281593,51.497,7.383,2602.7101693844,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1988,11694318,52.793,6.619,2049.1967911165,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1995,14677200,49.534,5.81,1640.6158928685,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1984,10089976,52.21,7.139,2250.2648198236,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1962,3926909,38.223,7.501,1728.8694282965,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1980,8500985,50.61,7.602,2704.7339345722,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",2003,17455501,46.425,5.13,1587.2253405771,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1975,6768313,47.661,7.916,2324.9562729357,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1996,15089912,48.763,5.72,1724.0016394443,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1964,4251345,39.488,7.639,2192.2948590567,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1981,8885888,51.073,7.497,2695.5422666951,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1999,16242889,46.812,5.46,1830.0339695402,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1994,14253952,50.291,5.904,1577.6065706367,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1992,13381799,51.617,6.114,1648.073791119,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1991,12945880,52.12,6.232,1692.616169584,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1998,15878555,47.359,5.547,1840.244555672,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1969,5192919,42.888,7.883,2245.0025833347,"Sub-Saharan Africa","CI"
"Cote d'Ivoire",1974,6466158,46.933,7.934,2421.082235239,"Sub-Saharan Africa","CI"
"Croatia",1968,4148285,67.716,2.068,7047.5186424335,"Europe & Central Asia","HR"
"Croatia",1993,4628968,73.071,1.54,7699.5611324665,"Europe & Central Asia","HR"
"Croatia",1977,4308344,69.955,2.005,11305.3851735157,"Europe & Central Asia","HR"
"Croatia",1984,4457579,71.07,1.943,13522.3008830708,"Europe & Central Asia","HR"
"Croatia",1970,4169217,68.381,2.007,8085.7306642473,"Europe & Central Asia","HR"
"Croatia",1963,4093890,65.928,2.243,5989.6895399568,"Europe & Central Asia","HR"
"Croatia",2009,4410864,76.353,1.449,13897.721094266,"Europe & Central Asia","HR"
"Croatia",1995,4669001,73.724,1.517,8636.9803055097,"Europe & Central Asia","HR"
"Croatia",1980,4376608,70.342,2.004,13057.9042899091,"Europe & Central Asia","HR"
"Croatia",2008,4418387,76.149,1.432,14918.4507352992,"Europe & Central Asia","HR"
"Croatia",1992,4588173,72.785,1.571,8447.7948731794,"Europe & Central Asia","HR"
"Croatia",1996,4656706,74.041,1.514,9176.8448994711,"Europe & Central Asia","HR"
"Croatia",1987,4484450,71.752,1.843,13822.5839373574,"Europe & Central Asia","HR"
"Croatia",1971,4183960,68.687,1.987,8939.2715670847,"Europe & Central Asia","HR"
"Croatia",2002,4466013,74.986,1.391,11628.3889490185,"Europe & Central Asia","HR"
"Croatia",2010,4403330,76.54,1.465,13615.8071842952,"Europe & Central Asia","HR"
"Croatia",1964,4108808,66.3,2.211,6502.1541776836,"Europe & Central Asia","HR"
"Croatia",1983,4440263,70.854,1.962,13260.7775075567,"Europe & Central Asia","HR"
"Croatia",2005,4441986,75.478,1.38,13232,"Europe & Central Asia","HR"
"Croatia",1967,4140383,67.37,2.104,6960.2978606184,"Europe & Central Asia","HR"
"Croatia",2000,4505533,74.798,1.444,10582.6681672635,"Europe & Central Asia","HR"
"Croatia",1962,4077596,65.544,2.273,5477.8900179789,"Europe & Central Asia","HR"
"Croatia",1982,4420169,70.66,1.978,13221.8218445805,"Europe & Central Asia","HR"
"Croatia",1976,4285523,69.81,1.996,10637.0284315521,"Europe & Central Asia","HR"
"Croatia",1969,4157459,68.055,2.035,7774.1167401678,"Europe & Central Asia","HR"
"Croatia",1999,4540042,74.687,1.472,10229.9199931697,"Europe & Central Asia","HR"
"Croatia",1991,4548076,72.54,1.615,9653.9130980775,"Europe & Central Asia","HR"
"Croatia",1966,4131926,67.018,2.141,6902.4093704302,"Europe & Central Asia","HR"
"Croatia",1997,4625390,74.314,1.508,9875.6045147823,"Europe & Central Asia","HR"
"Croatia",2006,4433791,75.702,1.395,13891.2399625546,"Europe & Central Asia","HR"
"Croatia",1990,4517200,72.331,1.67,12318.2811918604,"Europe & Central Asia","HR"
"Croatia",2013,4378806,77.048,1.501,13362.2124892945,"Europe & Central Asia","HR"
"Croatia",2007,4425995,75.93,1.413,14607.3244516432,"Europe & Central Asia","HR"
"Croatia",1973,4220795,69.222,1.972,9390.8493851942,"Europe & Central Asia","HR"
"Croatia",1985,4471404,71.301,1.919,13560.2482653898,"Europe & Central Asia","HR"
"Croatia",1998,4582742,74.529,1.494,10225.8172184731,"Europe & Central Asia","HR"
"Croatia",2012,4387376,76.881,1.489,13388.9902780816,"Europe & Central Asia","HR"
"Croatia",1972,4201302,68.969,1.975,9164.0901265633,"Europe & Central Asia","HR"
"Croatia",1994,4658613,73.391,1.524,8100.4863955764,"Europe & Central Asia","HR"
"Croatia",1974,4241669,69.447,1.976,10508.1667776626,"Europe & Central Asia","HR"
